"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","name"
"GO:0003700","DNA-binding transcription factor activity",135,0.510050872289836,1.87404744751987,1.60464020703635e-06,0.000256742433125817,0.000207758679437338,961,"tags=44%, list=25%, signal=34%","BFJEKD_14255/BFJEKD_19575/BFJEKD_16555/BFJEKD_18255/BFJEKD_12460/BFJEKD_00960/BFJEKD_14670/BFJEKD_14490/BFJEKD_14405/BFJEKD_16540/BFJEKD_19200/BFJEKD_00525/BFJEKD_14655/BFJEKD_13215/BFJEKD_06060/BFJEKD_13450/BFJEKD_16950/BFJEKD_18025/BFJEKD_12995/BFJEKD_19710/BFJEKD_15005/BFJEKD_19615/BFJEKD_17620/BFJEKD_05620/BFJEKD_13035/BFJEKD_12855/BFJEKD_11220/BFJEKD_11860/BFJEKD_09685/BFJEKD_00505/BFJEKD_02855/BFJEKD_16915/BFJEKD_13200/BFJEKD_00380/BFJEKD_05235/BFJEKD_15255/BFJEKD_19155/BFJEKD_14205/BFJEKD_09405/BFJEKD_06250/BFJEKD_11760/BFJEKD_02455/BFJEKD_03565/BFJEKD_19550/BFJEKD_09380/BFJEKD_07495/BFJEKD_10450/BFJEKD_07325/BFJEKD_16070/BFJEKD_01715/BFJEKD_10255/BFJEKD_19695/BFJEKD_19110/BFJEKD_15590/BFJEKD_11185/BFJEKD_01390/BFJEKD_07555/BFJEKD_04445/BFJEKD_09665","DNA-binding transcription factor activity"
"GO:0006355","regulation of DNA-templated transcription",212,0.439024304983522,1.70188697484243,1.49122720761195e-05,0.00119298176608956,0.000965373402822475,971,"tags=39%, list=25%, signal=31%","BFJEKD_14255/BFJEKD_19575/BFJEKD_16555/BFJEKD_18255/BFJEKD_09490/BFJEKD_12460/BFJEKD_00960/BFJEKD_14670/BFJEKD_14490/BFJEKD_15015/BFJEKD_14405/BFJEKD_16540/BFJEKD_19200/BFJEKD_00525/BFJEKD_14655/BFJEKD_11295/BFJEKD_14875/BFJEKD_06060/BFJEKD_13450/BFJEKD_14290/BFJEKD_16950/BFJEKD_18025/BFJEKD_12995/BFJEKD_19710/BFJEKD_15005/BFJEKD_19615/BFJEKD_14350/BFJEKD_14860/BFJEKD_13770/BFJEKD_17620/BFJEKD_12525/BFJEKD_05620/BFJEKD_14855/BFJEKD_13035/BFJEKD_03190/BFJEKD_12855/BFJEKD_11220/BFJEKD_11860/BFJEKD_09685/BFJEKD_07490/BFJEKD_00505/BFJEKD_02855/BFJEKD_16915/BFJEKD_13200/BFJEKD_00380/BFJEKD_05235/BFJEKD_04095/BFJEKD_09360/BFJEKD_15255/BFJEKD_19155/BFJEKD_14205/BFJEKD_04515/BFJEKD_09405/BFJEKD_06250/BFJEKD_11760/BFJEKD_02455/BFJEKD_18935/BFJEKD_05590/BFJEKD_03565/BFJEKD_19550/BFJEKD_17135/BFJEKD_09380/BFJEKD_07495/BFJEKD_10450/BFJEKD_12775/BFJEKD_07325/BFJEKD_16070/BFJEKD_01715/BFJEKD_19695/BFJEKD_00405/BFJEKD_04555/BFJEKD_19110/BFJEKD_06855/BFJEKD_15590/BFJEKD_15110/BFJEKD_05740/BFJEKD_11185/BFJEKD_04645/BFJEKD_01390/BFJEKD_04445/BFJEKD_09665/BFJEKD_16210","regulation of DNA-templated transcription"
"GO:0048038","quinone binding",11,-0.843408393852497,-2.15528209293485,3.85438218551606e-05,0.0020556704989419,0.00166347020638061,413,"tags=73%, list=11%, signal=65%","BFJEKD_15765/BFJEKD_15745/BFJEKD_15795/BFJEKD_09335/BFJEKD_09305/BFJEKD_09310/BFJEKD_09300/BFJEKD_15060","quinone binding"
"GO:0051539","4 iron, 4 sulfur cluster binding",42,-0.588255428635036,-2.10385097519879,5.27324320239082e-05,0.00210929728095633,0.00170686556287913,183,"tags=29%, list=5%, signal=28%","BFJEKD_10880/BFJEKD_10895/BFJEKD_00510/BFJEKD_10890/BFJEKD_09335/BFJEKD_09355/BFJEKD_09260/BFJEKD_09325/BFJEKD_09350/BFJEKD_09320/BFJEKD_15050/BFJEKD_15065","4 iron, 4 sulfur cluster binding"
"GO:0016651","oxidoreductase activity, acting on NAD(P)H",14,-0.787238252783361,-2.16263425185974,8.41195485363239e-05,0.00269182555316237,0.00217825357262481,48,"tags=57%, list=1%, signal=57%","BFJEKD_15745/BFJEKD_15780/BFJEKD_09330/BFJEKD_09325/BFJEKD_09320/BFJEKD_09310/BFJEKD_15060/BFJEKD_15050","oxidoreductase activity, acting on NAD(P)H"
"GO:0003735","structural constituent of ribosome",53,-0.516640727929192,-1.93785426248935,0.000128194236289151,0.0034185129677107,0.00276629667781853,1055,"tags=57%, list=27%, signal=42%","BFJEKD_01905/BFJEKD_01970/BFJEKD_13865/BFJEKD_02020/BFJEKD_07580/BFJEKD_01990/BFJEKD_02025/BFJEKD_01920/BFJEKD_01880/BFJEKD_01965/BFJEKD_02010/BFJEKD_01895/BFJEKD_01890/BFJEKD_01855/BFJEKD_01885/BFJEKD_06265/BFJEKD_07400/BFJEKD_01915/BFJEKD_13850/BFJEKD_02015/BFJEKD_01930/BFJEKD_01875/BFJEKD_00850/BFJEKD_01935/BFJEKD_01975/BFJEKD_01955/BFJEKD_01945/BFJEKD_11300/BFJEKD_18800/BFJEKD_18795","structural constituent of ribosome"
"GO:0046933","proton-transporting ATP synthase activity, rotational mechanism",10,-0.814207699302966,-2.00884795457729,0.000479439294244426,0.00996632410705737,0.00806485437610563,556,"tags=100%, list=14%, signal=86%","BFJEKD_14050/BFJEKD_14055/BFJEKD_04810/BFJEKD_04815/BFJEKD_14040/BFJEKD_14045/BFJEKD_04800/BFJEKD_04805/BFJEKD_14060","proton-transporting ATP synthase activity, rotational mechanism"
"GO:0006412","translation",60,-0.480073439218445,-1.82826312949581,0.000498316205352868,0.00996632410705737,0.00806485437610563,1055,"tags=52%, list=27%, signal=38%","BFJEKD_01905/BFJEKD_01970/BFJEKD_13865/BFJEKD_02020/BFJEKD_07580/BFJEKD_01990/BFJEKD_02025/BFJEKD_01920/BFJEKD_01880/BFJEKD_01965/BFJEKD_02010/BFJEKD_07405/BFJEKD_01895/BFJEKD_01890/BFJEKD_01855/BFJEKD_01885/BFJEKD_06265/BFJEKD_07400/BFJEKD_01915/BFJEKD_13850/BFJEKD_02015/BFJEKD_01930/BFJEKD_01875/BFJEKD_00850/BFJEKD_01935/BFJEKD_01975/BFJEKD_01955/BFJEKD_01945/BFJEKD_11300/BFJEKD_18800/BFJEKD_18795","translation"
"GO:0022625","cytosolic large ribosomal subunit",18,-0.67809237717258,-1.94782586816552,0.000887323469065021,0.0155564344711113,0.0125884305259651,1050,"tags=83%, list=27%, signal=61%","BFJEKD_01970/BFJEKD_13865/BFJEKD_02020/BFJEKD_02025/BFJEKD_01920/BFJEKD_01880/BFJEKD_02010/BFJEKD_01895/BFJEKD_01890/BFJEKD_07400/BFJEKD_01930/BFJEKD_01875/BFJEKD_01935/BFJEKD_01945/BFJEKD_18800","cytosolic large ribosomal subunit"
"GO:0000287","magnesium ion binding",52,-0.490108590101174,-1.83440055446261,0.000972277154444458,0.0155564344711113,0.0125884305259651,728,"tags=50%, list=19%, signal=41%","BFJEKD_11335/BFJEKD_03845/BFJEKD_16910/BFJEKD_07540/BFJEKD_01630/BFJEKD_17795/BFJEKD_02000/BFJEKD_10120/BFJEKD_17470/BFJEKD_09525/BFJEKD_09990/BFJEKD_02500/BFJEKD_17080/BFJEKD_13980/BFJEKD_13430/BFJEKD_00520/BFJEKD_06275/BFJEKD_13880/BFJEKD_07585/BFJEKD_06270/BFJEKD_17415/BFJEKD_11005/BFJEKD_18590/BFJEKD_00535/BFJEKD_19015/BFJEKD_08415","magnesium ion binding"
